Date,SHY,IEI,IEF,TLT
2024-02-16,74.04740905761719,105.47891998291016,85.05191802978516,83.02670288085938
2024-02-20,74.0927505493164,105.67105865478516,85.19711303710938,83.09833526611328
2024-02-21,74.02928161621094,105.43315887451172,84.92493438720703,82.507568359375
2024-02-22,74.02021026611328,105.37821960449219,84.93401336669922,82.91034698486328
2024-02-23,74.05648040771484,105.57955932617188,85.32414245605469,84.020263671875
2024-02-26,74.0020751953125,105.47891998291016,85.19711303710938,83.76960754394531
2024-02-27,74.0020751953125,105.39654541015625,85.00658416748047,83.17889404296875
2024-02-28,74.07461547851562,105.65279388427734,85.31507110595703,83.70697021484375
2024-02-29,74.11994934082031,105.78089141845703,85.4874496459961,84.29771423339844
2024-03-01,74.26544952392578,106.16159057617188,85.87771606445312,84.82296752929688
2024-03-04,74.19271087646484,105.9873275756836,85.68669128417969,84.48178100585938
2024-03-05,74.24726867675781,106.31756591796875,86.21429443359375,85.68494415283203
2024-03-06,74.26544952392578,106.41845703125,86.42355346679688,86.18775939941406
2024-03-07,74.35643005371094,106.62024688720703,86.5691146850586,86.10691833496094
2024-03-08,74.39279174804688,106.7303237915039,86.63280487060547,85.95429992675781
2024-03-11,74.32913208007812,106.58356475830078,86.52361297607422,85.90941619873047
2024-03-12,74.25635528564453,106.2900390625,86.1688232421875,85.19109344482422
2024-03-13,74.22000122070312,106.13410186767578,85.9778060913086,84.77806854248047
2024-03-14,74.15631866455078,105.70292663574219,85.34098815917969,83.47615051269531
2024-03-15,74.11084747314453,105.5469970703125,85.19544219970703,83.4492416381836
2024-03-18,74.11994934082031,105.46443176269531,85.09537506103516,83.19780731201172
2024-03-19,74.18362426757812,105.69375610351562,85.34098815917969,83.43123626708984
2024-03-20,74.30184173583984,105.94144439697266,85.54112243652344,83.40428924560547
2024-03-21,74.30184173583984,105.95060729980469,85.55021667480469,83.58390808105469
2024-03-22,74.35643005371094,106.23497772216797,85.96868133544922,84.38302612304688
2024-03-25,74.32003021240234,106.09739685058594,85.74127197265625,83.96099853515625
2024-03-26,74.33821868896484,106.17076873779297,85.86864471435547,84.19445037841797
2024-03-27,74.4200668334961,106.39092254638672,86.19613647460938,85.02947998046875
2024-03-28,74.37458038330078,106.23497772216797,86.1142578125,84.9576416015625
2024-04-01,74.2194595336914,105.72545623779297,85.33507537841797,83.37394714355469
2024-04-02,74.2559585571289,105.6978530883789,85.15258026123047,82.91450500488281
2024-04-03,74.31072998046875,105.7806167602539,85.25298309326172,82.89649963378906
2024-04-04,74.38371276855469,106.01056671142578,85.544921875,83.49107360839844
2024-04-05,74.26510620117188,105.5782699584961,84.97924041748047,82.3289566040039
2024-04-08,74.1921157836914,105.38513946533203,84.78762817382812,82.3199462890625
2024-04-09,74.26510620117188,105.62425994873047,85.12522888183594,83.08568572998047
2024-04-10,73.9639892578125,104.6125259399414,83.99385833740234,81.27495574951172
2024-04-11,74.05523681640625,104.63094329833984,83.87528991699219,80.9056167602539
2024-04-12,74.10086059570312,104.89766693115234,84.22196960449219,81.33804321289062
2024-04-15,74.07350158691406,104.56654357910156,83.68365478515625,80.07681274414062
2024-04-16,74.02784729003906,104.32742309570312,83.3552017211914,79.54533386230469
2024-04-17,74.08262634277344,104.68611907958984,83.8843994140625,80.42818450927734
2024-04-18,74.0461196899414,104.44696807861328,83.59242248535156,80.02278900146484
2024-04-19,74.0643539428711,104.52976989746094,83.701904296875,80.31106567382812
2024-04-22,74.10086059570312,104.56654357910156,83.71102142333984,80.1759033203125
