date,usd_per_eur,usd_per_gbp,usd_per_jpy
2021-09-06,,,
2021-09-07,1.1849,1.3792,0.009076881183625306
2021-09-08,1.1818,1.3761,0.009064539521392315
2021-09-09,1.1827,1.3855,0.00911078717201166
2021-09-10,1.1821,1.3847,0.009096697898662786
2021-09-13,1.1809,1.3844,0.00909587047480444
2021-09-14,1.1824,1.3848,0.009119095385737736
2021-09-15,1.1811,1.3837,0.009140767824497258
2021-09-16,1.1764,1.3785,0.009118263882556762
2021-09-17,1.1734,1.3755,0.00909587047480444
2021-09-20,1.1729,1.3656,0.009134922809902257
2021-09-21,1.1724,1.3663,0.00914662032379036
2021-09-22,1.1739,1.3669,0.009124920156948626
2021-09-23,1.1735,1.3745,0.009076881183625306
2021-09-24,1.1715,1.3681,0.009031791907514452
2021-09-27,1.1702,1.3712,0.00901144453455889
2021-09-28,1.1681,1.3537,0.008982304859426929
2021-09-29,1.1612,1.3439,0.008942144326209425
2021-09-30,1.1577,1.347,0.008968609865470852
2021-10-01,1.1598,1.3572,0.00901144453455889
2021-10-04,1.1622,1.3602,0.009013881377321075
2021-10-05,1.1609,1.364,0.008977466558937068
2021-10-06,1.1546,1.3569,0.008982304859426929
2021-10-07,1.1561,1.3634,0.008968609865470852
2021-10-08,1.1572,1.363,0.008916629514043692
2021-10-11,,,
2021-10-12,1.1541,1.3605,0.00879584835957428
2021-10-13,1.1568,1.3645,0.008811349017534584
2021-10-14,1.1591,1.3684,0.008803591865481117
2021-10-15,1.1594,1.3756,0.008748141020033243
2021-10-18,1.1609,1.3726,0.008755034144633165
2021-10-19,1.1632,1.3807,0.008751203290452437
2021-10-20,1.1643,1.3821,0.008753501400560224
2021-10-21,1.1643,1.3812,0.008791208791208791
2021-10-22,1.1632,1.3741,0.008807468733485996
2021-10-25,1.1609,1.3773,0.008795074758135443
2021-10-26,1.159,1.3772,0.008757334267448989
2021-10-27,1.16,1.3739,0.008791208791208791
2021-10-28,1.1685,1.3804,0.008819897689186805
2021-10-29,1.1552,1.3686,0.008769622029290538
2021-11-01,1.1591,1.3679,0.008757334267448989
2021-11-02,1.1581,1.3612,0.008788890841975743
