variant,series,frac,X,scenario,label,kelly_mult,leverage,leverage_min,leverage_max,n_obs,cagr,ann_vol,sharpe,sortino,max_dd,calmar,final_wealth,log_final_wealth,final_wealth_raw,worst_day,best_day,worst_month,mdd_peak,mdd_trough,mdd_recovery,mdd_recovered,mdd_duration_days,mdd_recovery_days,mdd_duration_tdays,mdd_recovery_tdays,longest_underwater_days,n_dd_20,n_dd_35,n_dd_50,pct_days_below_20,q01,q05,q50,q95,q99,skew,kurt,wiped_out
fixed_1936,mkt,half,25,half_x25,"Half Kelly, -25 best days",0.5,1.3081808227050837,1.3081808227050837,1.3081808227050837,23248,0.1154960071196986,0.20268632407130857,0.4755341816165897,0.6504644234755246,-0.737917675128797,0.15651611421225245,18365.353195971344,9.818221190084694,15831.873815260415,-0.2278467354797666,0.0889562959439457,-0.40357156127674365,2007-10-09,2009-03-09,2013-12-09,True,2253.0,1736.0,1550,1197,2890.0,19,9,4,0.31189779766001374,-0.036044306207993176,-0.01913025809376473,0.0009157265758935587,0.018534563271346935,0.033002823148564654,-0.8965569356599065,13.164975369337274,False
cost_futures,mkt,half,25,half_x25,"Half Kelly, -25 best days",0.5,1.3081808227050837,1.3081808227050837,1.3081808227050837,26208,0.08497758214226335,0.22083056535104395,0.33851340752595527,0.4605225657476989,-0.9669429304627298,0.0878827275789662,3436.0852224781743,8.142088085613258,3409.5264541245324,-0.22795169670041995,0.08894978137498982,-0.40376759478585345,1929-09-03,1933-03-31,1956-03-15,True,9690.0,8385.0,7622,6578,9690.0,18,8,4,0.4650106837606838,-0.04029935878435042,-0.020557329234137615,0.0009077363179081213,0.019486539647724205,0.037753789648661,-0.8400527734195726,12.079403386887954,False
cost_broker,mkt,half,25,half_x25,"Half Kelly, -25 best days",0.5,1.3081808227050837,1.3081808227050837,1.3081808227050837,26208,0.08264001442311432,0.22083056535104395,0.3287452612277444,0.447074436294308,-0.967226068875989,0.08544022652237865,2770.472859109278,7.926773291872227,2749.6230037878263,-0.22795990622228343,0.08894157185312634,-0.403873054010091,1929-09-03,1933-03-31,1956-07-20,True,9817.0,8512.0,7710,6666,9817.0,19,8,4,0.471535409035409,-0.040307568306213896,-0.020565538756001096,0.0008995267960446411,0.019478330125860723,0.037745580126797525,-0.8400527734195724,12.079403386887954,False
cost_letf,mkt,half,25,half_x25,"Half Kelly, -25 best days",0.5,1.3081808227050837,1.3081808227050837,1.3081808227050837,26208,0.07339892899878837,0.22083354193853708,0.2899202498659432,0.393719776660648,-0.9682439126429752,0.07580623853181206,1177.3190089811217,7.070995106204644,1169.412144673363,-0.22800859856404626,0.08891330590750396,-0.40424802958430317,1929-09-03,1933-03-31,1958-12-18,True,10698.0,9393.0,8318,7274,10698.0,16,7,3,0.5127060439560439,-0.04033690769101282,-0.020595128906735646,0.0008711029516961021,0.0194501882957844,0.03771335900184543,-0.8399103270184409,12.079483543651431,False
cash_day,mkt,half,25,half_x25,"Half Kelly, -25 best days",0.5,1.3081808227050837,1.3081808227050837,1.3081808227050837,26233,0.08788746090927821,0.22070093549470246,0.3507960956407867,0.477463165103449,-0.9666089954589728,0.09092348749304448,4489.387535852133,8.409471565163114,4489.387535852119,-0.2278467354797666,0.0889562959439457,-0.40357156127674365,1929-09-03,1933-03-31,1956-02-24,True,9670.0,8365.0,7625,6570,9670.0,18,8,4,0.456905424465368,-0.04027106384893396,-0.020538438916469816,0.0009157265758935587,0.019491894258305748,0.037722651397962485,-0.8401961778977224,12.093304568597459,False
walkforward,mkt,quarter,25,quarter_x25,"Quarter Kelly, -25 best days",0.25,0.3536316160436793,1.0440528395902494e-05,0.5660892947531003,23248,0.056618669692942165,0.06357679986478107,0.36921771356498756,0.5032887249694445,-0.3417873810837385,0.16565465206297506,140.7837131591851,4.947224763447895,130.63774439871315,-0.08389124663992259,0.03033676949793925,-0.1649836253696031,2007-10-09,2009-03-09,2013-07-12,True,2103.0,1586.0,1446,1093,2558.0,3,0,0,0.02094803854094976,-0.011642221089523624,-0.0057213431312694105,1.988920659419425e-07,0.005985020122694923,0.011071946768415856,-1.1635938897677696,22.422545075929765,False
fixed_1936,mkt,quarter,25,quarter_x25,"Quarter Kelly, -25 best days",0.25,0.6540904113525419,0.6540904113525419,0.6540904113525419,23248,0.07968481318401194,0.10134031698709381,0.4755341816165897,0.6504644234755246,-0.4610738673028614,0.1728243972059039,979.561483812687,6.887105006024794,882.694866290756,-0.11377336773988331,0.04447814797197285,-0.22205050782129854,2007-10-09,2009-03-09,2013-05-08,True,2038.0,1521.0,1401,1048,2672.0,7,2,0,0.11330006882312457,-0.01798571306019561,-0.009515129046882365,0.0005232723290820335,0.009344027060354596,0.01655048703181425,-0.8993206056826824,13.1650320156259,False
cost_futures,mkt,quarter,25,quarter_x25,"Quarter Kelly, -25 best days",0.25,0.6540904113525419,0.6540904113525419,0.6540904113525419,26208,0.06612486921744083,0.11040401595850988,0.3509634412327219,0.4776908385979405,-0.7932943894114208,0.08335476728443991,597.155015248887,6.392176736720867,593.5283641500879,-0.11377336773988331,0.04447814797197285,-0.22205050782129854,1929-09-03,1933-03-31,1954-05-26,True,9031.0,7726.0,7167,6123,9031.0,7,2,1,0.29174297924297926,-0.020073575628523035,-0.010203810417099654,0.0005232723290820335,0.009815129046882365,0.018899162457932207,-0.8446581195818518,12.075043917509248,False
cost_broker,mkt,quarter,25,quarter_x25,"Quarter Kelly, -25 best days",0.25,0.6540904113525419,0.6540904113525419,0.6540904113525419,26208,0.06612486921744083,0.11040401595850988,0.3509634412327219,0.4776908385979405,-0.7932943894114208,0.08335476728443991,597.155015248887,6.392176736720867,593.5283641500879,-0.11377336773988331,0.04447814797197285,-0.22205050782129854,1929-09-03,1933-03-31,1954-05-26,True,9031.0,7726.0,7167,6123,9031.0,7,2,1,0.29174297924297926,-0.020073575628523035,-0.010203810417099654,0.0005232723290820335,0.009815129046882365,0.018899162457932207,-0.8446581195818518,12.075043917509248,False
cost_letf,mkt,quarter,25,quarter_x25,"Quarter Kelly, -25 best days",0.25,0.6540904113525419,0.6540904113525419,0.6540904113525419,26208,0.05646909338841138,0.11040401595850988,0.2685441277074002,0.3644138324631897,-0.8006458241826331,0.07052942972138748,240.78533424497132,5.483905807281637,239.53023601471162,-0.11380799798821883,0.044443517723637326,-0.22262301630457293,1929-09-03,1933-03-31,1955-07-06,True,9437.0,8132.0,7447,6403,9437.0,7,2,1,0.3229166666666667,-0.020108205876858562,-0.010238440665435182,0.0004886420807465057,0.009780498798546837,0.01886453220959668,-0.8446581195818519,12.075043917509248,False
cash_day,mkt,quarter,25,quarter_x25,"Quarter Kelly, -25 best days",0.25,0.6540904113525419,0.6540904113525419,0.6540904113525419,26233,0.06607369639510667,0.11035145467409369,0.3507960956407866,0.47746316510344894,-0.7931703391708571,0.08330328698899281,594.300378495698,6.387384879248895,594.3003784957011,-0.11377336773988331,0.04447814797197285,-0.22205050782129854,1929-09-03,1933-03-31,1954-05-24,True,9029.0,7724.0,7182,6127,9029.0,7,2,1,0.29218922730911445,-0.020048575628523035,-0.010203810417099654,0.0005232723290820335,0.009815129046882365,0.01888469663594551,-0.8449692442000425,12.089289198847684,False
walkforward,mkt,full,100,full_x100,"Full Kelly, -100 best days",1.0,0.28332001950496866,4.1762113583609977e-05,1.0791823728930137,23207,0.037528454140695625,0.07549791358105302,0.0802211179736158,0.10526663017059426,-0.6048046182154473,0.062050541630168245,27.369293710261275,3.3094217174679295,25.884353688689707,-0.0920855029854728,0.04126131965281494,-0.30669792732253565,2000-03-24,2009-03-09,,False,9533.0,6261.0,6530,4297,9533.0,3,1,1,0.253888912828026,-0.016342659517156785,-0.0062311748507238,9.997076652049148e-05,0.006585281504864715,0.013787815574925144,-1.9371613896431374,34.0593501561776,False
fixed_1936,mkt,full,100,full_x100,"Full Kelly, -100 best days",1.0,2.6163616454101675,2.6163616454101675,2.6163616454101675,23207,0.08941876068748757,0.395731422177622,0.33422482736979725,0.4458764660239016,-0.9954098294426226,0.08983110076133907,2193.6728996727725,7.693332541148243,1926.8755189463893,-0.4559934709595332,0.10910228061360398,-0.7731775517877604,2000-03-24,2009-03-09,,False,9533.0,6261.0,6530,4297,9533.0,23,10,8,0.694014736932822,-0.07219958141332063,-0.03844900703689177,0.0016698169872461004,0.03636742687120133,0.062459708990889304,-1.2185295178646944,13.1927773584537,False
cost_futures,mkt,full,100,full_x100,"Full Kelly, -100 best days",1.0,2.6163616454101675,2.6163616454101675,2.6163616454101675,26133,-0.022282050334263177,0.4264471691676064,0.09274692160771258,0.12152777008986934,-0.9999985875141894,-0.022282081807387562,0.10544355682565225,-2.2495794756249183,0.10635166352527824,-0.45654397663289187,0.10907484752827386,-0.7727956807452518,1929-09-03,1942-04-28,,False,35303.0,30683.0,25187,21467,35303.0,4,1,1,0.9632648375617036,-0.08080453203403955,-0.041369099909680206,0.001622179381348349,0.03800523108178861,0.06824513125467735,-1.293489349904422,12.15357218833216,False
cost_broker,mkt,full,100,full_x100,"Full Kelly, -100 best days",1.0,2.6163616454101675,2.6163616454101675,2.6163616454101675,26133,-0.03328733112650092,0.4264471691676064,0.06621526175803749,0.0866818813907623,-0.9999987974275553,-0.03328737115697623,0.03405937917052198,-3.379649831438025,0.03450101167258696,-0.4565870343291846,0.10903178983198111,-0.7729687082140234,1929-09-03,1942-04-28,,False,35303.0,30683.0,25187,21467,35303.0,4,1,1,0.9633031033559102,-0.08084758973033229,-0.04141215760597296,0.001579121685055598,0.03796217338549586,0.0682020735583846,-1.293489349904422,12.153572188332157,False
cost_letf,mkt,full,100,full_x100,"Full Kelly, -100 best days",1.0,2.6163616454101675,2.6163616454101675,2.6163616454101675,26133,-0.03941465740442525,0.42646364564986183,0.05132656877242896,0.06715711282069925,-0.9999988194197031,-0.03941470393664812,0.018053442111353922,-4.014418913693959,0.018331837460895964,-0.45669541812347597,0.10903126001342649,-0.7729876571809384,1929-09-03,1942-04-28,,False,35303.0,30683.0,25187,21467,35303.0,4,1,1,0.9633413691501167,-0.08084975105045306,-0.04143594359044153,0.0015361699469223667,0.03792407662836582,0.06819999495707381,-1.2931497755958068,12.153139967171473,False
cash_day,mkt,full,100,full_x100,"Full Kelly, -100 best days",1.0,2.6163616454101675,2.6163616454101675,2.6163616454101675,26233,-0.007954221034828473,0.42549828990739264,0.12630288026943157,0.1657052375116157,-0.9999983134604645,-0.007954234449959347,0.4505677343784052,-0.7972468594545994,0.4505677343783996,-0.4559934709595332,0.10910228061360398,-0.773041424290929,1929-09-03,1942-04-28,,False,35303.0,30683.0,25287,21508,35303.0,4,1,1,0.9633667518011665,-0.08061012769786792,-0.041238513997480644,0.0015698169872461003,0.03797560769390641,0.06828703894520537,-1.2955023118217455,12.210701386345448,False
walkforward,mkt,half,100,half_x100,"Half Kelly, -100 best days",0.5,0.14166000975248433,2.0881056791804988e-05,0.5395911864465068,23207,0.03662042428893036,0.03778712755238112,0.0802211179736158,0.10526663017059426,-0.3028099488349363,0.12093534056535372,25.299138879127938,3.2307703587561223,23.95825776689621,-0.045892751492736396,0.02073065982640747,-0.16419113069270408,2007-10-09,2009-03-09,2019-12-20,True,4455.0,3938.0,3054,2710,4455.0,3,0,0,0.07368466410996682,-0.008082222905915825,-0.003057348071582631,0.00010000417621135837,0.0033508325187366727,0.006967400224970831,-1.9251065991663427,33.87824153682909,False
fixed_1936,mkt,half,100,half_x100,"Half Kelly, -100 best days",0.5,1.3081808227050837,1.3081808227050837,1.3081808227050837,23207,0.08328184922802635,0.1978585109476806,0.33422482736979725,0.4458764660239016,-0.8926069565215428,0.09330181511532548,1320.6482827262523,7.1858780182963224,1169.9942463741038,-0.2278467354797666,0.05455114030680199,-0.4998188529141414,2000-03-24,2009-03-09,,False,9533.0,6261.0,6530,4297,9533.0,12,7,4,0.49282544059981903,-0.03609794162172408,-0.019151830751354088,0.0009157265758935587,0.018274468010919535,0.0313015836679829,-1.219805751053661,13.196049689122137,False
cost_futures,mkt,half,100,half_x100,"Half Kelly, -100 best days",0.5,1.3081808227050837,1.3081808227050837,1.3081808227050837,26133,0.0332147417156269,0.21318186594277605,0.11365466289050866,0.14903952103409437,-0.9973116664751744,0.03330427471386017,26.100605987998577,3.261958531990086,25.778065874610622,-0.22795169670041995,0.05454590982460738,-0.4996638594342423,1929-09-03,1942-04-28,1986-03-11,True,20643.0,16023.0,15112,11392,20643.0,4,3,3,0.8356484138828302,-0.040389063289882655,-0.020578026673659298,0.0008951726583477742,0.019082165199777214,0.034135529214617245,-1.2953713218385152,12.154774583581538,False
cost_broker,mkt,half,100,half_x100,"Half Kelly, -100 best days",0.5,1.3081808227050837,1.3081808227050837,1.3081808227050837,26133,0.030988295384063485,0.21318186594277605,0.10353535749946115,0.13572134994328583,-0.9973926680978129,0.031069303369918602,21.043777748885894,3.0466049225547582,20.800796668681226,-0.22795990622228343,0.054537700302743894,-0.4997326005618492,1929-09-03,1942-04-28,1986-07-02,True,20756.0,16136.0,15191,11471,20756.0,4,3,3,0.840087246010791,-0.040397272811746134,-0.020586236195522776,0.0008869631364842939,0.019073955677913732,0.03412731969275377,-1.2953713218385152,12.15477458358154,False
cost_letf,mkt,half,100,half_x100,"Half Kelly, -100 best days",0.5,1.3081808227050837,1.3081808227050837,1.3081808227050837,26133,0.022184565434057592,0.21318430661224597,0.06330906628827962,0.08287297850832952,-0.9976594699496197,0.0222366108900644,8.939522651790558,2.190482193105581,8.865187512916172,-0.22800859856404626,0.054509571754404976,-0.49997439968527446,1929-09-03,1942-04-28,1992-12-18,True,23117.0,18497.0,16825,13105,23117.0,3,2,2,0.873646347529943,-0.0404257124275348,-0.020618040972286148,0.0008547310748852707,0.019029839793735157,0.034098895848405225,-1.2952515610895772,12.154763496948565,False
cash_day,mkt,half,100,half_x100,"Half Kelly, -100 best days",0.5,1.3081808227050837,1.3081808227050837,1.3081808227050837,26233,0.03597602517821191,0.21275109356587968,0.12630288026943157,0.1657052375116157,-0.9972165918214784,0.03607644063813605,34.0694352565443,3.528400655560855,34.069435256544025,-0.2278467354797666,0.05455114030680199,-0.499518669188713,1929-09-03,1942-04-28,1985-11-27,True,20539.0,15919.0,15105,11326,20539.0,4,3,3,0.8251439027179507,-0.04027106384893396,-0.020538438916469816,0.0008849084936230502,0.019068621929223713,0.03414351947260268,-1.2975506984372116,12.21188409077567,False
walkforward,mkt,quarter,100,quarter_x100,"Quarter Kelly, -100 best days",0.25,0.07083000487624216,1.0440528395902494e-05,0.2697955932232534,23207,0.03560733054019888,0.018972783119230917,0.0802211179736158,0.10526663017059426,-0.15261310691570296,0.2333176439417282,23.171828776322617,3.1429372639580917,21.97620903938816,-0.022796375746368197,0.010465329913203735,-0.08437847300177037,2007-10-09,2009-03-09,2018-08-21,True,3969.0,3452.0,2719,2375,3969.0,0,0,0,0.0,-0.003952830156801593,-0.0014921622850095078,0.00010001461673975427,0.0017274756886286962,0.003559288087858291,-1.8881601636794654,33.21792494864101,False
fixed_1936,mkt,quarter,100,quarter_x100,"Quarter Kelly, -100 best days",0.25,0.6540904113525419,0.6540904113525419,0.6540904113525419,23207,0.06374913694006742,0.09892993008016138,0.33422482736979725,0.4458764660239016,-0.6011441739204788,0.10604633581377827,257.59489659517754,5.551388182679834,234.58428567338075,-0.11377336773988331,0.02731393398885998,-0.28465428792335545,2007-10-09,2009-03-09,2018-08-21,True,3969.0,3452.0,2719,2375,3969.0,8,4,2,0.24509846167104754,-0.017987259939599248,-0.009534060690855757,0.0005232723290820335,0.00922267480007084,0.015763578913596258,-1.2220746352968417,13.198443338503747,False
cost_futures,mkt,quarter,100,quarter_x100,"Quarter Kelly, -100 best days",0.25,0.6540904113525419,0.6540904113525419,0.6540904113525419,26133,0.040005150494963004,0.10658770414615071,0.12654430900379854,0.16602197691968595,-0.9354055394619469,0.042767707488641026,50.19463381192508,3.9159081248070886,49.45092245999738,-0.11377336773988331,0.02731393398885998,-0.28465428792335545,1929-09-03,1942-04-28,1972-04-11,True,15561.0,10941.0,11599,7879,15561.0,6,4,2,0.543144682967895,-0.02010153192446698,-0.010234628499370162,0.0005232723290820335,0.009615129046882364,0.01707175973630134,-1.2991207617612062,12.153488851183003,False
cost_broker,mkt,quarter,100,quarter_x100,"Quarter Kelly, -100 best days",0.25,0.6540904113525419,0.6540904113525419,0.6540904113525419,26133,0.040005150494963004,0.10658770414615071,0.12654430900379854,0.16602197691968595,-0.9354055394619469,0.042767707488641026,50.19463381192508,3.9159081248070886,49.45092245999738,-0.11377336773988331,0.02731393398885998,-0.28465428792335545,1929-09-03,1942-04-28,1972-04-11,True,15561.0,10941.0,11599,7879,15561.0,6,4,2,0.543144682967895,-0.02010153192446698,-0.010234628499370162,0.0005232723290820335,0.009615129046882364,0.01707175973630134,-1.2991207617612062,12.153488851183003,False
cost_letf,mkt,quarter,100,quarter_x100,"Quarter Kelly, -100 best days",0.25,0.6540904113525419,0.6540904113525419,0.6540904113525419,26133,0.030585067057852734,0.10658770414615071,0.04116183051438918,0.053840837085793514,-0.9432190487255173,0.032426261003930576,20.23781371857007,3.0075528207277102,20.00711683177293,-0.11380799798821883,0.027279303740524452,-0.2850590924908104,1929-09-03,1942-04-28,1980-07-03,True,18566.0,13946.0,13676,9956,18566.0,3,2,2,0.6616155818314009,-0.020136162172802508,-0.01026925874770569,0.0004886420807465057,0.009580498798546836,0.017037129487965815,-1.2991207617612062,12.153488851183,False
cash_day,mkt,quarter,100,quarter_x100,"Quarter Kelly, -100 best days",0.25,0.6540904113525419,0.6540904113525419,0.6540904113525419,26233,0.03990589585788026,0.10638444517223088,0.12630288026943157,0.1657052375116157,-0.9353215188477119,0.04266543114184214,49.71865438253173,3.906380202369038,49.71865438253241,-0.11377336773988331,0.02731393398885998,-0.28422497317994466,1929-09-03,1942-04-28,1972-04-07,True,15557.0,10937.0,11659,7880,15557.0,6,4,2,0.5441619334426104,-0.020048575628523035,-0.010203810417099654,0.0004924542468115251,0.009584310964611856,0.01707175973630134,-1.301396477245953,12.211064637850782,False
walkforward,scv,full,0,full_x0,"Full Kelly, original",1.0,2.3884062764125886,0.4239357978271846,3.335584103013962,23258,0.24062921222529018,0.45161422042938953,0.6330339340960175,0.8838191500255916,-0.988605631214715,0.2434026315727388,258081368.79250616,19.368785476079843,194152836.31605193,-0.35818202777200353,0.2760778832396396,-0.719303648950638,2007-02-22,2009-03-09,,False,7007.0,6261.0,4827,4313,7007.0,32,17,12,0.5707713474933356,-0.08244158765980411,-0.04053892295593198,0.00208097313995839,0.03888297658687931,0.07745711589082206,-0.5702302867989155,17.568516999706432,False
fixed_1936,scv,full,0,full_x0,"Full Kelly, original",1.0,2.78009325764397,2.78009325764397,2.78009325764397,23258,0.2900854140237981,0.5230569645476473,0.6878188134684813,0.9659885967592761,-0.9894958046947578,0.2931648751287878,8644369056.644455,22.880173969802787,6176045181.11109,-0.3460216105766743,0.6447036264476367,-0.7209466388132371,1937-03-17,1940-05-21,1945-04-28,True,2964.0,1803.0,2438,1482,3933.0,40,20,15,0.576962765500043,-0.09519873342150248,-0.04578324014999015,0.00278009325764397,0.04531552009959671,0.08590488166119867,-0.12399881436726486,22.033712096671625,False
cost_futures,scv,full,0,full_x0,"Full Kelly, original",1.0,2.78009325764397,2.78009325764397,2.78009325764397,26233,0.21095246796392866,0.5843799002107017,0.5683991399121652,0.8076694983631246,-0.9992742619101526,0.21110567539354472,198883663.10803738,19.108230604241868,198883663.1080378,-0.44541709266318297,0.7419546143892598,-0.7233575608260374,1929-02-05,1932-05-31,1951-02-01,True,8031.0,6820.0,6475,5491,8031.0,41,19,13,0.6366027522586055,-0.10660414610749934,-0.05105540491333276,0.0026473824352218904,0.048995798522332684,0.10396357171831347,0.2716536504722511,24.78709371237937,False
cost_broker,scv,full,0,full_x0,"Full Kelly, original",1.0,2.78009325764397,2.78009325764397,2.78009325764397,26233,0.19595734913138307,0.5843799002107017,0.5470774695247733,0.7767683794875097,-0.9993076337243022,0.19609311739276228,57329374.410214104,17.86432369274085,57329374.41021441,-0.44546451194900805,0.7419071951034347,-0.7236905629637935,1929-02-05,1932-05-31,1954-07-09,True,9285.0,8074.0,7384,6400,9285.0,38,18,13,0.6699195669576488,-0.10665156539332442,-0.05110282419915785,0.0025999631493968064,0.0489483792365076,0.10391615243248839,0.2716536504722513,24.78709371237937,False
cost_letf,scv,full,0,full_x0,"Full Kelly, original",1.0,2.78009325764397,2.78009325764397,2.78009325764397,26233,0.1887279438861818,0.5844026232382045,0.5366960263122265,0.7618246688676134,-0.9993173656528139,0.1888568640682967,31296962.527401604,17.259031606948344,31296962.527401898,-0.4454632931857325,0.7418780116771126,-0.7236871334146769,1929-02-05,1932-05-31,1954-07-12,True,9288.0,8077.0,7385,6401,9288.0,38,18,13,0.6773148324629283,-0.10665895173601836,-0.05121117502787038,0.0025658048833449437,0.048931868169403016,0.10390398071732573,0.27262089413245094,24.783645606199876,False
cash_day,scv,full,0,full_x0,"Full Kelly, original",1.0,2.78009325764397,2.78009325764397,2.78009325764397,26233,0.23037185788218614,0.5842328561922139,0.5956293781096133,0.8471708592905232,-0.9992356515754022,0.23054807694159052,973543849.24462,20.6964534246431,973543849.2446172,-0.44537093987456405,0.74228489979094,-0.72298508116512,1929-02-05,1932-05-31,1950-12-27,True,7995.0,6784.0,6445,5461,7995.0,42,20,14,0.6221553005756109,-0.10665558109352846,-0.051053715940649044,0.0027020839318795736,0.04906964133453366,0.10397548783588449,0.2718084647011923,24.821696170766582,False
walkforward,scv,half,0,half_x0,"Half Kelly, original",0.5,1.1942031382062943,0.2119678989135923,1.667792051506981,23258,0.16285109639668416,0.22579975549296324,0.6330339340960175,0.8838191500255916,-0.8422751692463734,0.19334666667473452,769054.9999582295,13.55291776733236,630175.8438666562,-0.17904101388600177,0.1380889416198198,-0.3988733419178405,2007-06-04,2009-03-09,2013-10-11,True,2321.0,1677.0,1602,1158,2645.0,21,9,3,0.2883308968956918,-0.04109533486634643,-0.020213719052603628,0.0011099257592189502,0.019500237122309156,0.03872855794541103,-0.5740370114741835,17.57003152334023,False
fixed_1936,scv,half,0,half_x0,"Half Kelly, original",0.5,1.390046628821985,1.390046628821985,1.390046628821985,23258,0.19619773522128756,0.26151458141349354,0.6878188134684813,0.9659885967592761,-0.8258122991185773,0.2375815126884127,9748875.298563944,16.0926624823268,7695733.896944213,-0.17296080528833715,0.32235181322381834,-0.430986318147738,1937-03-17,1940-05-21,1943-05-27,True,2262.0,1101.0,1864,908,2615.0,23,11,5,0.3081520337088314,-0.04759936671075124,-0.02283576937556275,0.0014510419659397868,0.022657760049798355,0.042952440830599334,-0.12948630015184034,22.03523424416182,False
cost_futures,scv,half,0,half_x0,"Half Kelly, original",0.5,1.390046628821985,1.390046628821985,1.390046628821985,26233,0.17257426498384573,0.292134668664509,0.5836971399752554,0.8298527172129877,-0.9593112584769414,0.17989392228945036,7985451.542355006,15.893131886855842,7985451.542355017,-0.22269558274431292,0.37107007913235335,-0.4588588728752293,1929-02-05,1932-05-31,1937-01-11,True,2897.0,1686.0,2357,1373,2897.0,26,12,6,0.3588609766324858,-0.05326652032661255,-0.025460551814809607,0.0014287118359441683,0.024593712523118247,0.05203823303073831,0.2665479770442833,24.803672647006415,False
cost_broker,scv,half,0,half_x0,"Half Kelly, original",0.5,1.390046628821985,1.390046628821985,1.390046628821985,26233,0.1693785180455517,0.292134668664509,0.5743519360231112,0.8162885424709839,-0.9597266332779832,0.17648621198208583,6081013.698992065,15.620681966852876,6081013.698991971,-0.22270597306094256,0.3710596888157237,-0.4589974069522269,1929-02-05,1932-05-31,1937-01-11,True,2897.0,1686.0,2357,1373,2897.0,26,12,6,0.3617199710288568,-0.05327691064324219,-0.025470942131439255,0.0014183215193145217,0.024583322206488598,0.052027842714108666,0.2665479770442834,24.803672647006415,False
cost_letf,scv,half,0,half_x0,"Half Kelly, original",0.5,1.390046628821985,1.390046628821985,1.390046628821985,26233,0.15956194763702283,0.2921390022176212,0.5454800984699062,0.7744776102035827,-0.9609087783010213,0.16605316887534696,2621089.2811388434,14.779100545494492,2621089.2811387666,-0.22273274822299796,0.37102625205236717,-0.45935631731381066,1929-02-05,1932-05-31,1937-02-08,True,2925.0,1714.0,2381,1397,2925.0,25,12,6,0.3723935501086418,-0.05330557132031744,-0.02549906396343064,0.0013815322878300272,0.02454475310026166,0.05199743797820345,0.26697586496305725,24.802386894667226,False
cash_day,scv,half,0,half_x0,"Half Kelly, original",0.5,1.390046628821985,1.390046628821985,1.390046628821985,26233,0.17665601313258292,0.292103996474128,0.5956293781096133,0.8471708592905232,-0.9588493844300482,0.18423749965443156,11296901.158790214,16.24003901233824,11296901.158789927,-0.22268546993728203,0.37114244989547,-0.45870460322554873,1929-02-05,1932-05-31,1937-01-08,True,2894.0,1683.0,2355,1371,2894.0,25,12,6,0.3542103457477223,-0.05327779054676423,-0.025453455172595202,0.0014510419659397868,0.024603825330149137,0.052029220747182366,0.26660302339737063,24.818289319426615,False
walkforward,scv,quarter,0,quarter_x0,"Quarter Kelly, original",0.25,0.5971015691031472,0.10598394945679615,0.8338960257534905,23258,0.10373045006823822,0.11289941937404092,0.6330339340960175,0.8838191500255916,-0.5571567351100741,0.18617822155150798,7084.963873546785,8.865730053106377,6219.506762349072,-0.08947050694300088,0.06909447080990991,-0.2128223789428434,2007-06-04,2009-03-09,2012-12-20,True,2026.0,1382.0,1399,955,2557.0,9,2,1,0.0825522400894316,-0.02051982299310498,-0.010047355993654026,0.0006125439067913584,0.009844015431486785,0.019377283898936087,-0.5815500534519472,17.568673033232322,False
fixed_1936,scv,quarter,0,quarter_x0,"Quarter Kelly, original",0.25,0.6950233144109925,0.6950233144109925,0.6950233144109925,23258,0.12186910062794847,0.13074934386038406,0.6878188134684813,0.9659885967592761,-0.5490942988541098,0.22194566740589702,30637.328675765115,10.329974435842445,26322.32773236165,-0.08643040264416857,0.16117590661190917,-0.2334500280058901,1937-03-17,1938-03-31,1943-03-25,True,2199.0,1820.0,1811,1500,2199.0,11,3,2,0.10972568578553615,-0.023757262668541654,-0.011341961669506304,0.0007950233144109925,0.01138987536201698,0.021537215752417467,-0.14045025411404605,22.034228766359224,False
cost_futures,scv,quarter,0,quarter_x0,"Quarter Kelly, original",0.25,0.6950233144109925,0.6950233144109925,0.6950233144109925,26233,0.11372951802957862,0.14604462824446368,0.5956293781096133,0.8471708592905232,-0.7699131429018381,0.14771733549180213,46776.994935606526,10.75314679984494,46776.99493560977,-0.11134273496864101,0.185571224947735,-0.2592060313524748,1929-02-05,1932-05-31,1936-01-23,True,2543.0,1332.0,2067,1083,2543.0,12,4,3,0.1616284832081729,-0.026619392941941013,-0.01265793131660336,0.0007950233144109925,0.01236290800219237,0.026050892798289926,0.2561598111908423,24.80798379467382,False
cost_broker,scv,quarter,0,quarter_x0,"Quarter Kelly, original",0.25,0.6950233144109925,0.6950233144109925,0.6950233144109925,26233,0.11372951802957862,0.14604462824446368,0.5956293781096133,0.8471708592905232,-0.7699131429018381,0.14771733549180213,46776.994935606526,10.75314679984494,46776.99493560977,-0.11134273496864101,0.185571224947735,-0.2592060313524748,1929-02-05,1932-05-31,1936-01-23,True,2543.0,1332.0,2067,1083,2543.0,12,4,3,0.1616284832081729,-0.026619392941941013,-0.01265793131660336,0.0007950233144109925,0.01236290800219237,0.026050892798289926,0.2561598111908423,24.80798379467382,False
