variant,series,frac,X,scenario,label,kelly_mult,leverage,leverage_min,leverage_max,n_obs,cagr,ann_vol,sharpe,sortino,max_dd,calmar,final_wealth,log_final_wealth,final_wealth_raw,worst_day,best_day,worst_month,mdd_peak,mdd_trough,mdd_recovery,mdd_recovered,mdd_duration_days,mdd_recovery_days,mdd_duration_tdays,mdd_recovery_tdays,longest_underwater_days,n_dd_20,n_dd_35,n_dd_50,pct_days_below_20,q01,q05,q50,q95,q99,skew,kurt,wiped_out
fixed_1936,scv,half,100,half_x100,"Half Kelly, -100 best days",0.5,1.390046628821985,1.390046628821985,1.390046628821985,23202,0.12731460537513237,0.24752617173786817,0.4736858287787935,0.6288617957580322,-0.9619096525046873,0.13235609502786644,47332.15696712907,10.764945194799317,39387.859627794074,-0.17296080528833715,0.07256043402450761,-0.6251062058464539,1937-03-17,1940-05-21,1950-10-18,True,4963.0,3802.0,3962,3020,6905.0,16,8,4,0.4893543660029308,-0.04767720932196527,-0.02287282380530084,0.0014510419659397868,0.02224074606115176,0.04031018209595129,-1.298485916358857,11.81053362629331,False
cost_futures,scv,half,100,half_x100,"Half Kelly, -100 best days",0.5,1.390046628821985,1.390046628821985,1.390046628821985,26133,0.06315839042094132,0.2699173583464406,0.24746698065084213,0.3244121404265473,-0.9994832060079724,0.06319104717447102,452.1496288820612,6.114013162401142,441.7334252798378,-0.22269558274431292,0.07255392245223644,-0.6249659714721394,1929-02-05,1940-05-21,1968-12-06,True,14549.0,10426.0,10929,7620,14549.0,13,6,4,0.6890904220717101,-0.05334923829965132,-0.025500054870606415,0.0013742740076014798,0.023838906417571925,0.04431300171355676,-1.329265989265429,11.355423897366856,False
cost_broker,scv,half,100,half_x100,"Half Kelly, -100 best days",0.5,1.390046628821985,1.390046628821985,1.390046628821985,26133,0.060259824389752234,0.2699173583464406,0.2373513478794215,0.3110453388241589,-0.999500718551218,0.06028992603136813,344.2840292628714,5.841466983160184,336.7023665035623,-0.22270597306094256,0.0725435321356068,-0.6250363590618906,1929-02-05,1940-05-21,1976-12-28,True,17493.0,13370.0,12958,9649,17493.0,12,5,3,0.7019094631309073,-0.05335962861628096,-0.02551044518723606,0.0013638836909718331,0.023828516100942276,0.04430261139692711,-1.329265989265429,11.355423897366856,False
cost_letf,scv,half,100,half_x100,"Half Kelly, -100 best days",0.5,1.390046628821985,1.390046628821985,1.390046628821985,26133,0.051351847666277255,0.269920389613149,0.20608983346973522,0.2698059376528931,-0.9995448209675493,0.05137523259494175,148.29160356554615,4.99918062964181,145.4923911049825,-0.22273274822299796,0.07251714230567069,-0.625223618800147,1929-02-05,1940-05-21,1978-04-05,True,17956.0,13833.0,13278,9969,17956.0,12,5,3,0.7263613056288983,-0.053387026137200054,-0.025542793846197703,0.0013302375144902518,0.02378939478066408,0.044273763330416514,-1.328782106614693,11.353984142681352,False
cash_day,scv,half,100,half_x100,"Half Kelly, -100 best days",0.5,1.390046628821985,1.390046628821985,1.390046628821985,26233,0.06663044961002919,0.2693706302514166,0.25986838575452437,0.3408072135258127,-0.9994630627389066,0.06666624520113487,626.0982242324595,6.4395072665109545,626.0982242324443,-0.22268546993728203,0.07256043402450761,-0.6249187214562486,1929-02-05,1940-05-21,1968-09-30,True,14482.0,10359.0,10951,7584,14482.0,12,6,4,0.6823847825258262,-0.05327779054676423,-0.025453455172595202,0.0013510419659397866,0.023769797352855945,0.04423247813365695,-1.33216228188022,11.415503624547194,False
walkforward,scv,quarter,100,quarter_x100,"Quarter Kelly, -100 best days",0.25,0.2203022463294149,1.2177068284761179e-05,0.512176590670304,23202,0.04627564262586261,0.051670572262013624,0.24972514174948673,0.33069304651639314,-0.5070175457748525,0.09127029825987894,58.181993092408895,4.063575909826608,54.28349563857021,-0.046565078224862846,0.02288498279584745,-0.21960957897521627,2007-06-04,2009-03-11,,False,6905.0,6259.0,4721,4286,6905.0,1,1,1,0.1719248340660288,-0.010424298338334892,-0.004510425323871627,3.39216837332052e-05,0.004665151152756476,0.009273861256471748,-1.683025901192195,23.501657013897134,False
fixed_1936,scv,quarter,100,quarter_x100,"Quarter Kelly, -100 best days",0.25,0.6950233144109925,0.6950233144109925,0.6950233144109925,23202,0.08827084640452841,0.12376637959563255,0.4736858287787936,0.6288617957580325,-0.7836106769071165,0.11264630384176273,1995.461159087322,7.5986304600484615,1752.7473008116317,-0.08643040264416857,0.036280217012253806,-0.3748443146345638,1937-03-17,1940-05-21,1946-05-10,True,3341.0,2180.0,2717,1775,6905.0,9,2,2,0.3182915265925351,-0.023769577446113587,-0.011367884687781375,0.0007865163200876948,0.01112037303057588,0.020224483426045582,-1.3090565608031057,11.83351133468416,False
cost_futures,scv,quarter,100,quarter_x100,"Quarter Kelly, -100 best days",0.25,0.6950233144109925,0.6950233144109925,0.6950233144109925,26133,0.059116183862428805,0.13495310554121157,0.26036522356039127,0.34145865385865465,-0.9664634636972831,0.06116753098588448,309.119454469847,5.733727786238201,302.43635503523853,-0.11134273496864101,0.036280217012253806,-0.3748443146345638,1929-02-05,1940-05-21,1965-02-23,True,13167.0,9044.0,9998,6689,13167.0,8,2,2,0.5465503386522788,-0.02666665452732096,-0.012688428985162262,0.0007645256458520918,0.011954401007869072,0.02217124372971066,-1.339763664814729,11.379135972614666,False
cost_broker,scv,quarter,100,quarter_x100,"Quarter Kelly, -100 best days",0.25,0.6950233144109925,0.6950233144109925,0.6950233144109925,26133,0.059116183862428805,0.13495310554121157,0.26036522356039127,0.34145865385865465,-0.9664634636972831,0.06116753098588448,309.119454469847,5.733727786238201,302.43635503523853,-0.11134273496864101,0.036280217012253806,-0.3748443146345638,1929-02-05,1940-05-21,1965-02-23,True,13167.0,9044.0,9998,6689,13167.0,8,2,2,0.5465503386522788,-0.02666665452732096,-0.012688428985162262,0.0007645256458520918,0.011954401007869072,0.02217124372971066,-1.339763664814729,11.379135972614666,False
cost_letf,scv,quarter,100,quarter_x100,"Quarter Kelly, -100 best days",0.25,0.6950233144109925,0.6950233144109925,0.6950233144109925,26133,0.04952353236805923,0.13495310554121157,0.19292759129314396,0.25244325520642336,-0.9700983669240978,0.05105001106752099,124.63921968628293,4.825423321562755,122.36750391198586,-0.11137736521697654,0.03624558676391828,-0.3752228229969934,1929-02-05,1940-05-21,1967-05-02,True,13965.0,9842.0,10550,7241,13965.0,8,2,2,0.5723032181532928,-0.026701284775656486,-0.01272305923349779,0.0007298953975165641,0.011919770759533543,0.022136613481375134,-1.3397636648147286,11.379135972614666,False
cash_day,scv,quarter,100,quarter_x100,"Quarter Kelly, -100 best days",0.25,0.6950233144109925,0.6950233144109925,0.6950233144109925,26233,0.058911900886043984,0.13469583782505842,0.25986838575452437,0.3408072135258127,-0.9664466927460746,0.06095721712146473,303.2236368848984,5.714470608793299,303.2236368849186,-0.11134273496864101,0.036280217012253806,-0.3745316742700606,1929-02-05,1940-05-21,1965-02-23,True,13167.0,9044.0,10059,6692,13167.0,8,2,2,0.5479739259711051,-0.026619392941941013,-0.01265793131660336,0.000756018651528794,0.011945894013545776,0.022158762237588368,-1.3420053234967384,11.433509439057358,False
