date,series,nav_full_x0,dd_full_x0,nav_half_x0,dd_half_x0,nav_quarter_x0,dd_quarter_x0,nav_full_x10,dd_full_x10,nav_half_x10,dd_half_x10,nav_quarter_x10,dd_quarter_x10,nav_full_x25,dd_full_x25,nav_half_x25,dd_half_x25,nav_quarter_x25,dd_quarter_x25,nav_full_x100,dd_full_x100,nav_half_x100,dd_half_x100,nav_quarter_x100,dd_quarter_x100,wf_f_x0,wf_f_x10,wf_f_x25,wf_f_x100
1937-01-31,scv,0.638415,-0.923443,3.01607,-0.0581885,2.5606,-0.0285082,0.0840015,-0.989927,0.996527,-0.68882,1.43053,-0.244075,0.0194171,-0.997672,0.461117,-0.856009,0.96283,-0.491219,0.000119694,-0.999986,0.0325749,-0.989828,0.248627,-0.86862,1.153,0.51452,0.0045278,4.87083e-05
1937-02-28,scv,0.718462,-0.899002,3.20832,-0.0398943,2.64274,-0.0199472,0.094534,-0.986711,1.06005,-0.641132,1.47642,-0.187392,0.0218517,-0.996928,0.49051,-0.833943,0.993716,-0.453069,0.000134701,-0.999981,0.0346513,-0.988269,0.256602,-0.858769,1.22647,0.597774,0.0939973,4.87083e-05
1937-03-31,scv,0.845799,-0.884589,3.50643,-0.101181,2.76777,-0.0511864,0.111289,-0.984814,1.15855,-0.615545,1.54628,-0.158467,0.0257246,-0.99649,0.536087,-0.822104,1.04073,-0.4336,0.000158575,-0.999978,0.037871,-0.987433,0.268743,-0.853742,1.25987,0.636208,0.135779,4.87083e-05
1937-04-30,scv,0.551108,-0.924811,2.86697,-0.266932,2.51041,-0.140747,0.0725138,-0.990107,0.947264,-0.684033,1.4025,-0.23378,0.0167617,-0.997713,0.438322,-0.853794,0.943961,-0.48429,0.000103325,-0.999986,0.0309645,-0.989672,0.243754,-0.866831,1.306,0.691098,0.196956,4.87083e-05
1937-05-31,scv,0.483156,-0.9292,2.69957,-0.284086,2.43928,-0.149541,0.0635729,-0.990684,0.891954,-0.691426,1.36276,-0.241621,0.014695,-0.997847,0.412729,-0.857216,0.917212,-0.489568,9.05849e-05,-0.999987,0.0291565,-0.989913,0.236847,-0.868194,1.18913,0.568882,0.0737484,4.87083e-05
1937-06-30,scv,0.349261,-0.947454,2.30653,-0.379554,2.25741,-0.20712,0.0459552,-0.993086,0.762093,-0.732575,1.26115,-0.292966,0.0106226,-0.998402,0.352639,-0.876256,0.848828,-0.524126,6.54815e-05,-0.99999,0.0249116,-0.991258,0.219189,-0.877117,1.15402,0.533044,0.0383743,4.87083e-05
1937-07-31,scv,0.459927,-0.942958,2.65733,-0.353347,2.42546,-0.190481,0.0605164,-0.992494,0.877997,-0.721279,1.35504,-0.278129,0.0139885,-0.998265,0.40627,-0.871029,0.912018,-0.51414,8.62297e-05,-0.999989,0.0287003,-0.990889,0.235506,-0.874539,1.06625,0.438654,4.87083e-05,4.87083e-05
1937-08-31,scv,0.390412,-0.93898,2.45197,-0.327608,2.33072,-0.173409,0.0513697,-0.991971,0.810146,-0.710185,1.30211,-0.262905,0.0118742,-0.998144,0.374874,-0.865896,0.876394,-0.503893,7.31967e-05,-0.999989,0.0264824,-0.990526,0.226307,-0.871893,1.14227,0.524791,0.0336632,4.87083e-05
1937-09-30,scv,0.173566,-0.977544,1.68779,-0.579702,1.94825,-0.341896,0.0228375,-0.997045,0.557655,-0.818843,1.08843,-0.41315,0.00527892,-0.999317,0.25804,-0.916174,0.732576,-0.605016,2.79223e-05,-0.999996,0.0168364,-0.994531,0.181657,-0.902056,1.09793,0.47667,4.87083e-05,4.87083e-05
1937-10-31,scv,0.108837,-0.992568,1.43421,-0.750112,1.82936,-0.488755,0.00734301,-0.999182,0.329233,-0.901151,0.844143,-0.562908,0.00169735,-0.999811,0.152344,-0.95426,0.568156,-0.705812,8.97795e-06,-0.999999,0.00993999,-0.997016,0.140886,-0.92705,0.889914,0.262752,4.87083e-05,4.87083e-05
1937-11-30,scv,0.0733951,-0.990745,1.19958,-0.705715,1.68056,-0.436865,0.00495183,-0.999376,0.275373,-0.911873,0.775479,-0.585233,0.00114462,-0.999856,0.127422,-0.959222,0.521941,-0.720838,6.05437e-06,-0.999999,0.00831387,-0.997339,0.129426,-0.930776,0.797025,4.87083e-05,4.87083e-05,4.87083e-05
1937-12-31,scv,0.0494499,-0.993086,0.992814,-0.742828,1.53198,-0.472127,0.00333629,-0.999534,0.227907,-0.922987,0.706918,-0.611205,0.00077119,-0.999892,0.105458,-0.964364,0.475796,-0.738319,4.07913e-06,-0.999999,0.00688082,-0.997675,0.117983,-0.935111,0.706785,4.87083e-05,4.87083e-05,4.87083e-05
1938-01-31,scv,0.0535634,-0.991745,1.04344,-0.717542,1.57439,-0.446533,0.00361382,-0.999443,0.239528,-0.915415,0.726487,-0.592354,0.000835342,-0.999871,0.110835,-0.960861,0.488967,-0.725631,4.41845e-06,-0.999999,0.00723167,-0.997446,0.121249,-0.931965,0.613117,4.87083e-05,4.87083e-05,4.87083e-05
1938-02-28,scv,0.0605413,-0.992122,1.11353,-0.72206,1.62795,-0.449522,0.00408461,-0.999468,0.255619,-0.916768,0.751203,-0.594556,0.000944165,-0.999877,0.118281,-0.961486,0.505602,-0.727113,4.99406e-06,-0.999999,0.00771748,-0.997487,0.125374,-0.932332,0.6381,4.87083e-05,4.87083e-05,4.87083e-05
1938-03-31,scv,0.021,-0.996673,0.668566,-0.815411,1.26709,-0.549094,0.00141683,-0.999776,0.153474,-0.944723,0.584687,-0.667894,0.000327503,-0.999948,0.0710161,-0.974422,0.393527,-0.776474,1.73229e-06,-1,0.00463358,-0.998331,0.0975831,-0.944572,0.670098,4.87083e-05,4.87083e-05,4.87083e-05
1938-04-30,scv,0.0342185,-0.996206,0.865654,-0.802453,1.4472,-0.533268,0.00230866,-0.999744,0.198717,-0.940842,0.667799,-0.656237,0.000533651,-0.999941,0.091951,-0.972626,0.449466,-0.768628,2.37447e-06,-1,0.0054821,-0.998214,0.106432,-0.942627,0.423936,4.87083e-05,4.87083e-05,4.87083e-05
1938-05-31,scv,0.028946,-0.995414,0.799016,-0.779394,1.39161,-0.504782,0.00195293,-0.999691,0.18342,-0.933937,0.642146,-0.635256,0.000451424,-0.999928,0.0848726,-0.969431,0.432201,-0.754507,2.0086e-06,-1,0.00506009,-0.998177,0.102343,-0.941868,0.550186,4.87083e-05,4.87083e-05,4.87083e-05
1938-06-30,scv,0.0558544,-0.995177,1.11908,-0.773634,1.65044,-0.498279,0.00376839,-0.999675,0.256892,-0.932212,0.76158,-0.630467,0.000871071,-0.999925,0.11887,-0.968633,0.512587,-0.751283,3.87581e-06,-1,0.007087,-0.99813,0.121378,-0.941105,0.512313,4.87083e-05,4.87083e-05,4.87083e-05
1938-07-31,scv,0.0812271,-0.990506,1.36346,-0.679774,1.8264,-0.40198,0.00548024,-0.999359,0.312993,-0.904105,0.842775,-0.55954,0.00126677,-0.999852,0.144829,-0.955627,0.567236,-0.703545,5.63645e-06,-0.999999,0.00863469,-0.997354,0.134319,-0.929801,0.673233,4.87083e-05,4.87083e-05,4.87083e-05
1938-08-31,scv,0.0601203,-0.990738,1.18541,-0.67731,1.70728,-0.396757,0.00405621,-0.999375,0.272119,-0.903367,0.787807,-0.555693,0.000937599,-0.999856,0.125916,-0.955286,0.530239,-0.700956,4.17182e-06,-0.999999,0.00750708,-0.997334,0.125558,-0.929188,0.766632,4.87083e-05,4.87083e-05,4.87083e-05
1938-09-30,scv,0.0507778,-0.994682,1.1285,-0.748638,1.68025,-0.465258,0.00342589,-0.999641,0.259055,-0.924727,0.775337,-0.606146,0.0007919,-0.999917,0.119871,-0.965169,0.521846,-0.734914,2.64133e-06,-1,0.00615566,-0.998073,0.114524,-0.939419,0.700566,4.87083e-05,4.87083e-05,4.87083e-05
1938-10-31,scv,0.0772303,-0.991291,1.40012,-0.675561,1.87449,-0.389723,0.00521059,-0.999412,0.321408,-0.902843,0.864968,-0.550512,0.00120444,-0.999864,0.148723,-0.955043,0.582172,-0.697469,4.01732e-06,-1,0.00763728,-0.997691,0.127763,-0.933607,0.677939,4.87083e-05,4.87083e-05,4.87083e-05
1938-11-30,scv,0.0641247,-0.990569,1.28431,-0.658508,1.7982,-0.372096,0.00432638,-0.999364,0.294821,-0.897737,0.829761,-0.537529,0.00100005,-0.999853,0.136421,-0.95268,0.558476,-0.688731,3.3356e-06,-1,0.00700553,-0.99757,0.122563,-0.931689,0.776392,0.038764,4.87083e-05,4.87083e-05
1938-12-31,scv,0.0656661,-0.992208,1.30926,-0.688403,1.819,-0.399643,0.00443037,-0.999474,0.30055,-0.906689,0.839361,-0.557818,0.00102409,-0.999878,0.139072,-0.956823,0.564938,-0.702387,2.96062e-06,-1,0.00663187,-0.997783,0.119392,-0.934686,0.73684,4.87083e-05,4.87083e-05,4.87083e-05
1939-01-31,scv,0.0471222,-0.993803,1.12421,-0.717723,1.69104,-0.426404,0.00317925,-0.999582,0.258071,-0.915469,0.780313,-0.577528,0.000734889,-0.999903,0.119416,-0.960886,0.525195,-0.715653,2.12455e-06,-1,0.00569453,-0.998135,0.110993,-0.939907,0.745311,0.0114227,4.87083e-05,4.87083e-05
1939-02-28,scv,0.0553601,-0.992733,1.22269,-0.693167,1.76507,-0.401397,0.00373505,-0.99951,0.280676,-0.908115,0.814474,-0.55911,0.000863362,-0.999887,0.129876,-0.957483,0.548187,-0.703256,2.49596e-06,-1,0.00619334,-0.997972,0.115852,-0.937287,0.676632,4.87083e-05,4.87083e-05,4.87083e-05
1939-03-31,scv,0.0251307,-0.996018,0.846634,-0.766247,1.47775,-0.474127,0.00169552,-0.999731,0.194351,-0.93,0.681896,-0.612678,0.000391923,-0.999938,0.0899307,-0.967609,0.458955,-0.73931,1.13304e-06,-1,0.00428849,-0.998455,0.0969938,-0.944907,0.714213,4.87083e-05,4.87083e-05,4.87083e-05
1939-04-30,scv,0.025164,-0.997116,0.865038,-0.798715,1.50129,-0.510693,0.00169777,-0.999805,0.198575,-0.939723,0.692758,-0.63961,0.000392442,-0.999955,0.0918856,-0.972108,0.466266,-0.757437,9.83835e-07,-1,0.00406999,-0.99867,0.0949044,-0.948738,0.552347,4.87083e-05,4.87083e-05,4.87083e-05
1939-05-31,scv,0.0323692,-0.995989,0.984706,-0.760435,1.60327,-0.464933,0.00218389,-0.999729,0.226046,-0.92826,0.739812,-0.605906,0.000504811,-0.999937,0.104597,-0.966804,0.497935,-0.734753,1.26554e-06,-1,0.00463303,-0.99853,0.101351,-0.946011,0.563494,4.87083e-05,4.87083e-05,4.87083e-05
1939-06-30,scv,0.0233251,-0.996305,0.840347,-0.767983,1.48299,-0.472265,0.0015737,-0.999751,0.192907,-0.93052,0.684311,-0.611306,0.000363763,-0.999942,0.0892629,-0.96785,0.46058,-0.738387,9.11939e-07,-1,0.00395382,-0.998576,0.0937472,-0.946751,0.61996,4.87083e-05,4.87083e-05,4.87083e-05
1939-07-31,scv,0.0328737,-0.996172,1.00237,-0.763822,1.62164,-0.467533,0.00221793,-0.999742,0.230101,-0.929274,0.74829,-0.607821,0.000512678,-0.99994,0.106473,-0.967273,0.503642,-0.736041,1.28526e-06,-1,0.00471614,-0.99855,0.102512,-0.946273,0.551717,4.87083e-05,4.87083e-05,4.87083e-05
1939-08-31,scv,0.0219103,-0.996877,0.827797,-0.783942,1.47784,-0.489108,0.00147825,-0.999789,0.190027,-0.935299,0.681933,-0.623712,0.000341699,-0.999951,0.0879298,-0.970061,0.45898,-0.746737,8.56626e-07,-1,0.00389477,-0.998674,0.0934214,-0.94845,0.628076,4.87083e-05,4.87083e-05,4.87083e-05
1939-09-30,scv,0.0646753,-0.996494,1.4973,-0.770304,2.01778,-0.472783,0.00265308,-0.999763,0.259927,-0.931215,0.801848,-0.611688,0.000613263,-0.999945,0.120275,-0.968172,0.539689,-0.738644,9.32011e-07,-1,0.00410451,-0.998638,0.0961445,-0.947637,0.546713,4.87083e-05,4.87083e-05,4.87083e-05
1939-10-31,scv,0.0553002,-0.991586,1.39235,-0.624727,1.94859,-0.315575,0.0022685,-0.999655,0.241709,-0.915015,0.774351,-0.565871,0.000524367,-0.99992,0.111845,-0.960676,0.521182,-0.707806,6.94401e-07,-1,0.00355447,-0.99872,0.0895429,-0.949139,0.795839,4.87083e-05,4.87083e-05,4.87083e-05
1939-11-30,scv,0.0362317,-0.99426,1.13132,-0.687647,1.75809,-0.374367,0.00148628,-0.999765,0.196394,-0.929264,0.698649,-0.603162,0.000343556,-0.999946,0.0908761,-0.967269,0.470231,-0.732906,4.54959e-07,-1,0.00288808,-0.99896,0.080789,-0.954111,0.765537,4.87083e-05,4.87083e-05,4.87083e-05
1939-12-31,scv,0.0362077,-0.994813,1.13488,-0.702221,1.7624,-0.388698,0.00148529,-0.999787,0.197012,-0.932565,0.700363,-0.612252,0.000343328,-0.999951,0.091162,-0.968796,0.471384,-0.739024,4.54658e-07,-1,0.00289717,-0.999008,0.0809871,-0.955162,0.680174,4.87083e-05,4.87083e-05,4.87083e-05
1940-01-31,scv,0.0331452,-0.994883,1.09004,-0.70305,1.72892,-0.388934,0.00135966,-0.99979,0.189228,-0.932752,0.687055,-0.612402,0.000314289,-0.999951,0.0875602,-0.968883,0.462427,-0.739125,4.16202e-07,-1,0.0027827,-0.999011,0.0794483,-0.95518,0.681463,4.87083e-05,4.87083e-05,4.87083e-05
1940-02-29,scv,0.035988,-0.994775,1.13762,-0.699772,1.76696,-0.385485,0.00147628,-0.999786,0.197488,-0.93201,0.702173,-0.610214,0.000341245,-0.99995,0.0913826,-0.968539,0.472602,-0.737652,4.51899e-07,-1,0.00290418,-0.999,0.0811965,-0.954927,0.665026,4.87083e-05,4.87083e-05,4.87083e-05
1940-03-31,scv,0.0381116,-0.994778,1.1732,-0.699139,1.79534,-0.384457,0.00156339,-0.999786,0.203664,-0.931867,0.71345,-0.609562,0.000361381,-0.99995,0.0942404,-0.968473,0.480193,-0.737213,4.78564e-07,-1,0.002995,-0.998998,0.0825005,-0.954851,0.68253,4.87083e-05,4.87083e-05,4.87083e-05
1940-04-30,scv,0.0422663,-0.994037,1.23941,-0.678109,1.84678,-0.363111,0.00173383,-0.999755,0.215158,-0.927104,0.733891,-0.596022,0.000400777,-0.999943,0.0995588,-0.966269,0.493951,-0.7281,5.30735e-07,-1,0.00316402,-0.998928,0.0848643,-0.953286,0.695058,4.87083e-05,4.87083e-05,4.87083e-05
1940-05-31,scv,0.0117946,-0.998485,0.70524,-0.825812,1.41565,-0.524278,0.00048383,-0.999938,0.122428,-0.960553,0.562564,-0.698251,0.000111838,-0.999986,0.0566503,-0.981747,0.378638,-0.796905,1.27477e-07,-1,0.00166562,-0.999463,0.0625236,-0.966463,0.71744,4.87083e-05,4.87083e-05,4.87083e-05
1940-06-30,scv,0.0141169,-0.998277,0.781614,-0.812643,1.49531,-0.505578,0.000579098,-0.999929,0.135686,-0.957571,0.594224,-0.686389,0.000133859,-0.999984,0.0627852,-0.980367,0.399947,-0.788922,1.26224e-07,-1,0.00167151,-0.999429,0.0627661,-0.965296,0.496094,4.87083e-05,4.87083e-05,4.87083e-05
1940-07-31,scv,0.0154178,-0.99779,0.817723,-0.785487,1.52989,-0.469468,0.000632461,-0.999909,0.141955,-0.951421,0.607965,-0.663484,0.000146195,-0.999979,0.0656858,-0.977521,0.409195,-0.773506,1.37856e-07,-1,0.00174873,-0.999402,0.0642175,-0.964455,0.537514,4.87083e-05,4.87083e-05,4.87083e-05
1940-08-31,scv,0.0161193,-0.997928,0.838682,-0.791767,1.55056,-0.476968,0.000661236,-0.999915,0.145593,-0.952843,0.616177,-0.668242,0.000152846,-0.99998,0.0673694,-0.978179,0.414722,-0.776708,1.44128e-07,-1,0.00179355,-0.999419,0.0650849,-0.964957,0.555167,4.87083e-05,4.87083e-05,4.87083e-05
1940-09-30,scv,0.018268,-0.997509,0.898367,-0.770521,1.60726,-0.450227,0.00074938,-0.999898,0.155954,-0.948032,0.63871,-0.65128,0.000173221,-0.999976,0.0721637,-0.975953,0.429888,-0.765292,1.6334e-07,-1,0.00192119,-0.99936,0.067465,-0.963166,0.565237,4.87083e-05,4.87083e-05,4.87083e-05
1940-10-31,scv,0.0215338,-0.997161,0.977698,-0.753995,1.67773,-0.430187,0.000883349,-0.999884,0.169726,-0.944289,0.666713,-0.638569,0.000204188,-0.999973,0.0785362,-0.974221,0.448736,-0.756736,1.92541e-07,-1,0.00209084,-0.999314,0.0704229,-0.961823,0.592283,4.87083e-05,4.87083e-05,4.87083e-05
1940-11-30,scv,0.0211286,-0.996875,0.977959,-0.74132,1.68225,-0.415374,0.000866726,-0.999872,0.169771,-0.941419,0.668511,-0.629173,0.00016238,-0.999975,0.0703348,-0.975025,0.425098,-0.760257,1.53118e-07,-1,0.0018725,-0.999335,0.0667134,-0.962376,0.62509,4.87083e-05,4.87083e-05,4.87083e-05
1940-12-31,scv,0.0197362,-0.997043,0.946189,-0.745984,1.65514,-0.41923,0.000809606,-0.999879,0.164256,-0.942475,0.657737,-0.631618,0.000151679,-0.999977,0.06805,-0.976168,0.418247,-0.765751,1.43027e-07,-1,0.00181167,-0.999366,0.0656381,-0.963238,0.625571,4.87083e-05,4.87083e-05,4.87083e-05
1941-01-31,scv,0.0193877,-0.996975,0.940839,-0.742208,1.65177,-0.414442,0.00079531,-0.999876,0.163327,-0.94162,0.656397,-0.628581,0.000149,-0.999977,0.0676652,-0.975814,0.417395,-0.763819,1.40501e-07,-1,0.00180142,-0.999356,0.0655044,-0.962935,0.612922,4.87083e-05,4.87083e-05,4.87083e-05
1941-02-28,scv,0.0176526,-0.997626,0.902271,-0.770684,1.61955,-0.447184,0.000724137,-0.999903,0.156632,-0.948069,0.643592,-0.64935,0.000135666,-0.999982,0.0648914,-0.978485,0.409253,-0.777026,1.27928e-07,-1,0.00172758,-0.999427,0.0642266,-0.965007,0.610905,4.87083e-05,4.87083e-05,4.87083e-05
1941-03-31,scv,0.0194941,-0.997306,0.949543,-0.755462,1.66204,-0.428961,0.000799675,-0.999889,0.164838,-0.944622,0.66048,-0.637791,0.000149818,-0.999979,0.0682911,-0.977057,0.419991,-0.769675,1.41273e-07,-1,0.00181809,-0.999389,0.0659118,-0.963854,0.595149,4.87083e-05,4.87083e-05,4.87083e-05
1941-04-30,scv,0.0166331,-0.99752,0.880427,-0.764338,1.6019,-0.438814,0.000682314,-0.999898,0.15284,-0.946632,0.63658,-0.644041,0.00012783,-0.999981,0.0633203,-0.97789,0.404794,-0.77365,1.20539e-07,-1,0.00168575,-0.999411,0.0635268,-0.964477,0.614722,4.87083e-05,4.87083e-05,4.87083e-05
1941-05-31,scv,0.01729,-0.997387,0.899292,-0.757964,1.61973,-0.431177,0.000709262,-0.999893,0.156115,-0.945188,0.643664,-0.639197,0.000132879,-0.99998,0.0646771,-0.977292,0.409298,-0.77057,1.253e-07,-1,0.00172187,-0.999395,0.0642337,-0.963994,0.586071,4.87083e-05,4.87083e-05,4.87083e-05
1941-06-30,scv,0.0216102,-0.997275,1.00661,-0.752364,1.71418,-0.424367,0.000886482,-0.999888,0.174745,-0.94392,0.6812,-0.634877,0.000166081,-0.999979,0.0723955,-0.976767,0.433167,-0.767823,1.56608e-07,-1,0.00192736,-0.999381,0.0679796,-0.963563,0.594278,4.87083e-05,4.87083e-05,4.87083e-05
1941-07-31,scv,0.0343589,-0.99661,1.27378,-0.723468,1.93005,-0.391519,0.00140945,-0.999861,0.221125,-0.937376,0.766986,-0.614042,0.000264059,-0.999974,0.0916103,-0.974056,0.487717,-0.754574,2.48997e-07,-1,0.00243891,-0.999309,0.0765405,-0.961484,0.637229,4.87083e-05,4.87083e-05,4.87083e-05
1941-08-31,scv,0.0339046,-0.995238,1.26683,-0.670861,1.92534,-0.335445,0.00139082,-0.999805,0.219918,-0.925463,0.765113,-0.578474,0.000260567,-0.999963,0.0911102,-0.96912,0.486526,-0.731957,2.45705e-07,-1,0.00242559,-0.999178,0.0763536,-0.957934,0.726787,4.87083e-05,4.87083e-05,4.87083e-05
1941-09-30,scv,0.0319396,-0.995233,1.23233,-0.669817,1.89998,-0.333968,0.00131021,-0.999804,0.213929,-0.925227,0.755035,-0.577537,0.000245466,-0.999963,0.0886289,-0.969022,0.480118,-0.731361,2.31465e-07,-1,0.00235953,-0.999175,0.0753479,-0.957841,0.724655,4.87083e-05,4.87083e-05,4.87083e-05
1941-10-31,scv,0.0266236,-0.996045,1.12899,-0.698459,1.82011,-0.363113,0.00109214,-0.999838,0.19599,-0.931713,0.723295,-0.596024,0.00020461,-0.99997,0.081197,-0.971709,0.459934,-0.743116,1.9294e-07,-1,0.00216167,-0.999247,0.0721804,-0.959686,0.714167,4.87083e-05,4.87083e-05,4.87083e-05
1941-11-30,scv,0.0245187,-0.996172,1.08529,-0.702748,1.78528,-0.367349,0.00100579,-0.999843,0.188403,-0.932684,0.709454,-0.598711,0.000188434,-0.999971,0.0780538,-0.972112,0.451134,-0.744825,1.77686e-07,-1,0.00207799,-0.999258,0.0707992,-0.959954,0.680999,4.87083e-05,4.87083e-05,4.87083e-05
1941-12-31,scv,0.0158559,-0.997754,0.893535,-0.767914,1.62859,-0.438628,0.000650431,-0.999908,0.155115,-0.947441,0.647185,-0.643923,0.000121857,-0.999983,0.064263,-0.978225,0.411537,-0.773575,1.14907e-07,-1,0.00171085,-0.99942,0.0645851,-0.964466,0.666046,4.87083e-05,4.87083e-05,4.87083e-05
1942-01-31,scv,0.0227763,-0.997098,1.07672,-0.734162,1.79028,-0.397977,0.000934317,-0.999881,0.186917,-0.939798,0.711441,-0.618138,0.000175043,-0.999978,0.077438,-0.975059,0.452397,-0.757178,1.42892e-07,-1,0.00191321,-0.999355,0.0683468,-0.962461,0.593842,4.87083e-05,4.87083e-05,4.87083e-05
1942-02-28,scv,0.0216097,-0.996776,1.05103,-0.718444,1.76971,-0.379686,0.000886461,-0.999868,0.182456,-0.936239,0.703265,-0.606536,0.000166077,-0.999975,0.0755901,-0.973584,0.447198,-0.749801,1.35573e-07,-1,0.00186755,-0.999347,0.0675614,-0.962201,0.663616,4.87083e-05,4.87083e-05,4.87083e-05
1942-03-31,scv,0.0182478,-0.997109,0.967873,-0.732897,1.69914,-0.395582,0.00074855,-0.999881,0.16802,-0.939512,0.675224,-0.616619,0.00014024,-0.999978,0.0696095,-0.97494,0.429367,-0.756212,1.14481e-07,-1,0.00171979,-0.999381,0.0648675,-0.963169,0.654658,4.87083e-05,4.87083e-05,4.87083e-05
1942-04-30,scv,0.0162834,-0.997559,0.917194,-0.753728,1.65533,-0.419118,0.000667969,-0.9999,0.159223,-0.944229,0.657814,-0.631548,0.000125143,-0.999981,0.0659646,-0.976895,0.418296,-0.765706,1.02157e-07,-1,0.00162974,-0.999429,0.0631949,-0.964603,0.624069,4.87083e-05,4.87083e-05,4.87083e-05
1942-05-31,scv,0.0170136,-0.997448,0.9382,-0.747988,1.67448,-0.41228,0.000697925,-0.999895,0.162869,-0.942929,0.665422,-0.627211,0.000130755,-0.99998,0.0674754,-0.976356,0.423134,-0.762948,1.06739e-07,-1,0.00166706,-0.999416,0.0639258,-0.964187,0.604256,4.87083e-05,4.87083e-05,4.87083e-05
1942-06-30,scv,0.0180158,-0.997305,0.966457,-0.740968,1.69995,-0.404123,0.000739033,-0.999889,0.167775,-0.941339,0.675545,-0.622036,0.000138457,-0.999979,0.0695076,-0.975697,0.429571,-0.759657,1.13026e-07,-1,0.00171727,-0.9994,0.0648984,-0.96369,0.612681,4.87083e-05,4.87083e-05,4.87083e-05
1942-07-31,scv,0.0206766,-0.997151,1.03669,-0.733424,1.76121,-0.39535,0.000848187,-0.999883,0.179967,-0.939631,0.699887,-0.616472,0.000158907,-0.999978,0.0745589,-0.97499,0.44505,-0.756119,1.29719e-07,-1,0.00184207,-0.999382,0.0672369,-0.963155,0.623726,4.87083e-05,4.87083e-05,4.87083e-05
1942-08-31,scv,0.0220825,-0.996792,1.07258,-0.716669,1.79194,-0.376391,0.000905858,-0.999868,0.186197,-0.935837,0.712101,-0.604446,0.000169711,-0.999975,0.07714,-0.973418,0.452817,-0.748472,1.3854e-07,-1,0.00190584,-0.999343,0.0684102,-0.962,0.64978,4.87083e-05,4.87083e-05,4.87083e-05
1942-09-30,scv,0.0259021,-0.996532,1.1627,-0.70514,1.86613,-0.363695,0.00106254,-0.999858,0.201841,-0.933226,0.741582,-0.596393,0.000199066,-0.999973,0.0836212,-0.972336,0.471564,-0.743351,1.62502e-07,-1,0.00206597,-0.999317,0.0712425,-0.961226,0.662401,4.87083e-05,4.87083e-05,4.87083e-05
1942-10-31,scv,0.0374587,-0.99571,1.40218,-0.671709,2.05079,-0.328397,0.00153661,-0.999824,0.243415,-0.925655,0.814965,-0.574004,0.000287882,-0.999967,0.100845,-0.969199,0.518227,-0.729114,2.35005e-07,-1,0.0024915,-0.999239,0.0782922,-0.959075,0.692267,4.87083e-05,4.87083e-05,4.87083e-05
1942-11-30,scv,0.0332531,-0.994732,1.32328,-0.634645,1.99307,-0.290749,0.00136409,-0.999784,0.229719,-0.917261,0.792026,-0.550124,0.00025556,-0.99996,0.0951707,-0.965722,0.50364,-0.713929,2.0862e-07,-1,0.00235131,-0.999153,0.0760884,-0.956781,0.761531,0.046748,4.87083e-05,4.87083e-05
1942-12-31,scv,0.0355463,-0.994963,1.37136,-0.642639,2.03016,-0.298499,0.00145816,-0.999793,0.238065,-0.919072,0.806766,-0.555039,0.000273185,-0.999961,0.0986285,-0.966472,0.513013,-0.717055,2.23008e-07,-1,0.00243674,-0.999172,0.0775045,-0.957253,0.740072,0.0231748,4.87083e-05,4.87083e-05
1943-01-31,scv,0.063711,-0.994019,1.84368,-0.609634,2.35646,-0.266352,0.00261352,-0.999755,0.320058,-0.911597,0.936435,-0.534648,0.000489639,-0.999954,0.132597,-0.963375,0.595468,-0.704088,3.99705e-07,-1,0.00327599,-0.999095,0.0899616,-0.955295,0.753203,0.0390508,4.87083e-05,4.87083e-05
1943-02-28,scv,0.0985595,-0.989967,2.30494,-0.492409,2.63823,-0.16258,0.00404306,-0.999588,0.400132,-0.885051,1.04841,-0.468826,0.000757461,-0.999923,0.165771,-0.952377,0.666669,-0.662233,6.18334e-07,-1,0.00409559,-0.998823,0.100719,-0.948971,0.862042,0.163622,4.87083e-05,4.87083e-05
1943-03-31,scv,0.143333,-0.984713,2.79424,-0.370318,2.9087,-0.066115,0.00587975,-0.999373,0.485073,-0.857402,1.15589,-0.407638,0.00110156,-0.999883,0.200962,-0.940923,0.735017,-0.623324,8.99233e-07,-1,0.00496502,-0.99854,0.111044,-0.943093,0.943571,0.257485,4.87083e-05,4.87083e-05
1943-04-30,scv,0.172698,-0.979174,3.10605,-0.253964,3.07581,-0.0636037,0.00708433,-0.999146,0.539203,-0.831052,1.2223,-0.352927,0.00132724,-0.99984,0.223387,-0.930006,0.777245,-0.588534,1.08346e-06,-1,0.00551907,-0.998271,0.117424,-0.937837,1.01333,0.337994,4.87083e-05,4.87083e-05
1943-05-31,scv,0.240745,-0.971277,3.68857,-0.12109,3.35677,-0.0309033,0.0098757,-0.998822,0.640326,-0.800961,1.33395,-0.297088,0.0018502,-0.999779,0.265282,-0.91754,0.848242,-0.553027,1.51036e-06,-1,0.00655413,-0.997963,0.12815,-0.932473,1.04981,0.383587,0.0026221,4.87083e-05
1943-06-30,scv,0.240974,-0.968253,3.70558,-0.10726,3.3679,-0.0545442,0.00988511,-0.998698,0.643279,-0.788931,1.33837,-0.2746,0.00185196,-0.999756,0.266505,-0.912556,0.851055,-0.538727,1.5118e-06,-1,0.00658435,-0.99784,0.128575,-0.930312,1.11102,0.454335,0.0776802,4.87083e-05
