series,X,f,f_kelly_analytic,cagr_median,cagr_p5,cagr_p25,mean_log_growth,mdd_median,p_dd_50,p_dd_90,p_loss,tw_median
mkt,5,2.8,2.47253912159476,0.1322426140309232,-0.05665782520658551,0.049352431984517775,0.12257900509722736,-0.8955831566445684,1.0,0.4826,0.1308,22.30937616442388
mkt,5,2.9,2.47253912159476,0.1310682608681687,-0.06432023693362679,0.04488176816538009,0.12132247139502467,-0.9063765162446883,1.0,0.5292,0.142,21.738040933295668
mkt,5,3.0,2.47253912159476,0.12907559760971377,-0.07267011051957681,0.03999119044544486,0.11974136339624597,-0.9164723066089135,1.0,0.5784,0.1538,20.8005953362068
mkt,5,3.1,2.47253912159476,0.12714059556806068,-0.08117277224528709,0.03483421119473096,0.11783288059256504,-0.9258358726946012,1.0,0.623,0.166,19.92747602310312
mkt,5,3.2,2.47253912159476,0.12473642306066668,-0.08979982439760105,0.029257695243102178,0.11559588749674136,-0.9344616126586596,1.0,0.666,0.1784,18.89161130818952
mkt,5,3.3,2.47253912159476,0.1220191684037546,-0.09858404221595514,0.023699563846386718,0.11302725030826954,-0.9421453414996581,1.0,0.7044,0.1952,17.783077875355687
mkt,5,3.4,2.47253912159476,0.11881509285169356,-0.10766025652113424,0.017746016783738494,0.11012417765315394,-0.9492762154987024,1.0,0.746,0.2096,16.55609509006905
mkt,5,3.5,2.47253912159476,0.11540869419317512,-0.11669949497428486,0.011901614039552533,0.10688376632405924,-0.9553609404582617,1.0,0.7828,0.2256,15.340893923746995
mkt,5,3.6,2.47253912159476,0.11165919880071085,-0.12686714663230403,0.005368784625484679,0.1033037544545976,-0.9609872209861752,1.0,0.8146,0.2396,14.10235707957862
mkt,5,3.7,2.47253912159476,0.10741140225592671,-0.1358025211276263,-0.0018904669619131953,0.0993795680567254,-0.9661003449018514,1.0,0.8432,0.2536,12.815223695939807
mkt,5,3.8,2.47253912159476,0.10286816968047952,-0.14578021073400318,-0.009131038122355634,0.0951079000552533,-0.9708598329401457,1.0,0.8714,0.267,11.56352100610384
mkt,5,3.9,2.47253912159476,0.09805365724066173,-0.15599150274427787,-0.0165622877334739,0.09048449576552704,-0.9748464876830085,1.0,0.8906,0.2818,10.365471982187827
mkt,5,4.0,2.47253912159476,0.09277339713898358,-0.16637110970530072,-0.02380225550296436,0.08550415124391611,-0.9782662806533031,1.0,0.9088,0.2962,9.188674080061407
mkt,10,0.1,2.3515828464936184,0.03910525681603316,0.032138336399013714,0.03622978825768586,0.0383467451880657,-0.040527310338859535,0.0,0.0,0.0,2.6090869220001314
mkt,10,0.2,2.3515828464936184,0.0460363819523788,0.03286710009085175,0.04063892063560881,0.044995867434899105,-0.08855452908476263,0.0,0.0,0.0,3.080844302534099
mkt,10,0.3,2.3515828464936184,0.05268594876606625,0.03300780101171639,0.04477047576443727,0.05135141624688542,-0.1403046215032951,0.0,0.0,0.0,3.609696186148927
mkt,10,0.4,2.3515828464936184,0.05902623159614895,0.03290253291979976,0.04845144733048057,0.05741226866819647,-0.1932544396975705,0.0002,0.0,0.0,4.194381587196547
mkt,10,0.5,2.3515828464936184,0.065049201711739,0.032245996805512614,0.05190357046396832,0.06317808117365732,-0.24394556821447932,0.0044,0.0,0.0008,4.833278064008728
mkt,10,0.6,2.3515828464936184,0.0708772842654033,0.03134249781884237,0.054991981217552666,0.06864905510447888,-0.293735850783449,0.0242,0.0,0.0012,5.5397818182060945
mkt,10,0.7,2.3515828464936184,0.07645833906972432,0.030121452291355856,0.05775598918235847,0.07382397009632312,-0.34128545048352416,0.0784,0.0,0.0036,6.308566397974493
mkt,10,0.8,2.3515828464936184,0.08167194984491566,0.028573648648787742,0.06014244688321435,0.07870286340405741,-0.3868255755058387,0.1626,0.0,0.0054,7.118513138961337
mkt,10,0.9,2.3515828464936184,0.08668717998422326,0.02686680448699803,0.062220876528221225,0.08328510504590816,-0.4305022873871478,0.277,0.0002,0.0084,7.991229241678395
mkt,10,1.0,2.3515828464936184,0.09132957857392099,0.024547346889848977,0.06395548735556489,0.08756926812555223,-0.47212531066058994,0.411,0.0002,0.0126,8.889927341753193
mkt,10,1.1,2.3515828464936184,0.09562425495573323,0.021997742664840083,0.06552706735198222,0.09155578984521337,-0.5110887004270497,0.5338,0.001,0.0162,9.807107882615242
